AmountMetadataID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryCV,SDWISIdentifier,NAICSCodeCV,PopulationServed,IrrigatedAcreage,IrrigationMethod,CropType,PowerGeneratedGWh,Geometry,InterbasinTransferFromID,InterbasinTransferToID
550,Agriculture,,Irrigation,,,,,,,,,,
551,Agriculture,,Irrigation,,,,,,,,,,
552,Agriculture,,Irrigation,,,,,,,,,,
553,Agriculture,,Irrigation,,,,,,,,,,
554,Agriculture,,Irrigation,,,,,,,,,,
555,Agriculture,,Irrigation,,,,,,,,,,
556,Agriculture,,Irrigation,,,,,,,,,,
557,Agriculture,,Irrigation,,,,,,,,,,
558,Agriculture,,Irrigation,,,,,,,,,,
559,Agriculture,,Irrigation,,,,,,,,,,
560,Agriculture,,Irrigation,,,,,,,,,,
561,Agriculture,,Irrigation,,,,,,,,,,
562,Agriculture,,Irrigation,,,,,,,,,,
563,Agriculture,,Irrigation,,,,,,,,,,
564,Agriculture,,Irrigation,,,,,,,,,,
565,Agriculture,,Irrigation,,,,,,,,,,
566,Agriculture,,Irrigation,,,,,,,,,,
567,Agriculture,,Irrigation,,,,,,,,,,
568,Agriculture,,Irrigation,,,,,,,,,,
569,Agriculture,,Irrigation,,,,,,,,,,
570,Agriculture,,Irrigation,,,,,,,,,,
571,Agriculture,,Irrigation,,,,,,,,,,
572,Agriculture,,Irrigation,,,,,,,,,,
573,Agriculture,,Irrigation,,,,,,,,,,
574,Agriculture,,Irrigation,,,,,,,,,,
575,Agriculture,,Irrigation,,,,,,,,,,
576,Agriculture,,Irrigation,,,,,,,,,,
577,Agriculture,,Irrigation,,,,,,,,,,
578,Agriculture,,Irrigation,,,,,,,,,,
579,Agriculture,,Irrigation,,,,,,,,,,
580,Agriculture,,Irrigation,,,,,,,,,,
581,Agriculture,,Irrigation,,,,,,,,,,
582,Agriculture,,Irrigation,,,,,,,,,,
583,Agriculture,,Irrigation,,,,,,,,,,
584,Agriculture,,Irrigation,,,,,,,,,,
585,Agriculture,,Irrigation,,,,,,,,,,
586,Agriculture,,Irrigation,,,,,,,,,,
587,Agriculture,,Irrigation,,,,,,,,,,
588,Agriculture,,Irrigation,,,,,,,,,,
589,Agriculture,,Irrigation,,,,,,,,,,
590,Agriculture,,Irrigation,,,,,,,,,,
591,Agriculture,,Irrigation,,,,,,,,,,
592,Agriculture,,Irrigation,,,,,,,,,,
593,Agriculture,,Irrigation,,,,,,,,,,
594,Agriculture,,Irrigation,,,,,,,,,,
595,Agriculture,,Irrigation,,,,,,,,,,
596,Agriculture,,Irrigation,,,,,,,,,,
597,Agriculture,,Irrigation,,,,,,,,,,
598,Agriculture,,Irrigation,,,,,,,,,,
599,Agriculture,,Irrigation,,,,,,,,,,
600,Agriculture,,Irrigation,,,,,,,,,,
601,Agriculture,,Irrigation,,,,,,,,,,
602,Agriculture,,Irrigation,,,,,,,,,,
603,Agriculture,,Irrigation,,,,,,,,,,
604,Agriculture,,Irrigation,,,,,,,,,,
605,Agriculture,,Irrigation,,,,,,,,,,
606,Agriculture,,Irrigation,,,,,,,,,,
607,Agriculture,,Irrigation,,,,,,,,,,
608,Agriculture,,Irrigation,,,,,,,,,,
609,Agriculture,,Irrigation,,,,,,,,,,
610,Agriculture,,Irrigation,,,,,,,,,,
611,Agriculture,,Irrigation,,,,,,,,,,
612,Agriculture,,Irrigation,,,,,,,,,,
613,Agriculture,,Irrigation,,,,,,,,,,
614,Agriculture,,Irrigation,,,,,,,,,,
615,Agriculture,,Irrigation,,,,,,,,,,
616,Agriculture,,Irrigation,,,,,,,,,,
617,Agriculture,,Irrigation,,,,,,,,,,
618,Agriculture,,Irrigation,,,,,,,,,,
619,Agriculture,,Irrigation,,,,,,,,,,
620,Agriculture,,Irrigation,,,,,,,,,,
621,Agriculture,,Irrigation,,,,,,,,,,
622,Agriculture,,Irrigation,,,,,,,,,,
623,Agriculture,,Irrigation,,,,,,,,,,
624,Agriculture,,Irrigation,,,,,,,,,,
625,Agriculture,,Irrigation,,,,,,,,,,
626,Agriculture,,Irrigation,,,,,,,,,,
627,Agriculture,,Irrigation,,,,,,,,,,
628,Agriculture,,Irrigation,,,,,,,,,,
629,Agriculture,,Irrigation,,,,,,,,,,
630,Agriculture,,Irrigation,,,,,,,,,,
631,Agriculture,,Irrigation,,,,,,,,,,
632,Agriculture,,Irrigation,,,,,,,,,,
633,Agriculture,,Irrigation,,,,,,,,,,
634,Agriculture,,Irrigation,,,,,,,,,,
635,Agriculture,,Irrigation,,,,,,,,,,
636,Agriculture,,Irrigation,,,,,,,,,,
637,Agriculture,,Irrigation,,,,,,,,,,
638,Agriculture,,Irrigation,,,,,,,,,,
639,Agriculture,,Irrigation,,,,,,,,,,
640,Agriculture,,Irrigation,,,,,,,,,,
641,Agriculture,,Irrigation,,,,,,,,,,
642,Agriculture,,Irrigation,,,,,,,,,,
643,Agriculture,,Irrigation,,,,,,,,,,
644,Agriculture,,Irrigation,,,,,,,,,,
645,Agriculture,,Irrigation,,,,,,,,,,
646,Agriculture,,Irrigation,,,,,,,,,,
647,Agriculture,,Irrigation,,,,,,,,,,
648,Agriculture,,Irrigation,,,,,,,,,,
649,Agriculture,,Irrigation,,,,,,,,,,
650,Agriculture,,Irrigation,,,,,,,,,,
651,Agriculture,,Irrigation,,,,,,,,,,
652,Agriculture,,Irrigation,,,,,,,,,,
653,Agriculture,,Irrigation,,,,,,,,,,
654,Agriculture,,Irrigation,,,,,,,,,,
655,Agriculture,,Irrigation,,,,,,,,,,
656,Agriculture,,Irrigation,,,,,,,,,,
657,Agriculture,,Irrigation,,,,,,,,,,
658,Agriculture,,Irrigation,,,,,,,,,,
659,Agriculture,,Irrigation,,,,,,,,,,
660,Agriculture,,Irrigation,,,,,,,,,,
661,Agriculture,,Irrigation,,,,,,,,,,
662,Agriculture,,Irrigation,,,,,,,,,,
663,Agriculture,,Irrigation,,,,,,,,,,
664,Agriculture,,Irrigation,,,,,,,,,,
665,Agriculture,,Irrigation,,,,,,,,,,
666,Agriculture,,Irrigation,,,,,,,,,,
667,Agriculture,,Irrigation,,,,,,,,,,
668,Agriculture,,Irrigation,,,,,,,,,,
669,Agriculture,,Irrigation,,,,,,,,,,
670,Agriculture,,Irrigation,,,,,,,,,,
671,Agriculture,,Irrigation,,,,,,,,,,
672,Agriculture,,Irrigation,,,,,,,,,,
673,Agriculture,,Irrigation,,,,,,,,,,
674,Agriculture,,Irrigation,,,,,,,,,,
675,Agriculture,,Irrigation,,,,,,,,,,
676,Agriculture,,Irrigation,,,,,,,,,,
677,Agriculture,,Irrigation,,,,,,,,,,
678,Agriculture,,Irrigation,,,,,,,,,,
679,Agriculture,,Irrigation,,,,,,,,,,
680,Agriculture,,Irrigation,,,,,,,,,,
681,Agriculture,,Irrigation,,,,,,,,,,
682,Agriculture,,Irrigation,,,,,,,,,,
683,Agriculture,,Irrigation,,,,,,,,,,
684,Agriculture,,Irrigation,,,,,,,,,,
685,Agriculture,,Irrigation,,,,,,,,,,
686,Agriculture,,Irrigation,,,,,,,,,,
687,Agriculture,,Irrigation,,,,,,,,,,
688,Agriculture,,Irrigation,,,,,,,,,,
689,Agriculture,,Irrigation,,,,,,,,,,
690,Agriculture,,Irrigation,,,,,,,,,,
691,Agriculture,,Irrigation,,,,,,,,,,
692,Agriculture,,Irrigation,,,,,,,,,,
693,Agriculture,,Irrigation,,,,,,,,,,
694,Agriculture,,Irrigation,,,,,,,,,,
695,Agriculture,,Irrigation,,,,,,,,,,
696,Agriculture,,Irrigation,,,,,,,,,,
697,Agriculture,,Irrigation,,,,,,,,,,
698,Agriculture,,Irrigation,,,,,,,,,,
699,Agriculture,,Irrigation,,,,,,,,,,
700,Agriculture,,Irrigation,,,,,,,,,,
701,Agriculture,,Irrigation,,,,,,,,,,
702,Agriculture,,Irrigation,,,,,,,,,,
703,Agriculture,,Irrigation,,,,,,,,,,
704,Agriculture,,Irrigation,,,,,,,,,,
705,Agriculture,,Irrigation,,,,,,,,,,
706,Agriculture,,Irrigation,,,,,,,,,,
707,Agriculture,,Irrigation,,,,,,,,,,
708,Agriculture,,Irrigation,,,,,,,,,,
709,Agriculture,,Irrigation,,,,,,,,,,
710,Agriculture,,Irrigation,,,,,,,,,,
711,Agriculture,,Irrigation,,,,,,,,,,
712,Agriculture,,Irrigation,,,,,,,,,,
713,Agriculture,,Irrigation,,,,,,,,,,
714,Agriculture,,Irrigation,,,,,,,,,,
715,Agriculture,,Irrigation,,,,,,,,,,
716,Agriculture,,Irrigation,,,,,,,,,,
717,Agriculture,,Irrigation,,,,,,,,,,
718,Agriculture,,Irrigation,,,,,,,,,,
719,Agriculture,,Irrigation,,,,,,,,,,
720,Agriculture,,Irrigation,,,,,,,,,,
721,Agriculture,,Irrigation,,,,,,,,,,
722,Agriculture,,Irrigation,,,,,,,,,,
723,Agriculture,,Irrigation,,,,,,,,,,
724,Agriculture,,Irrigation,,,,,,,,,,
725,Agriculture,,Irrigation,,,,,,,,,,
726,Agriculture,,Irrigation,,,,,,,,,,
727,Agriculture,,Irrigation,,,,,,,,,,
728,Agriculture,,Irrigation,,,,,,,,,,
729,Agriculture,,Irrigation,,,,,,,,,,
730,Agriculture,,Irrigation,,,,,,,,,,
731,Agriculture,,Irrigation,,,,,,,,,,
732,Agriculture,,Irrigation,,,,,,,,,,
733,Agriculture,,Irrigation,,,,,,,,,,
734,Agriculture,,Irrigation,,,,,,,,,,
735,Agriculture,,Irrigation,,,,,,,,,,
736,Agriculture,,Irrigation,,,,,,,,,,
737,Agriculture,,Irrigation,,,,,,,,,,
738,Agriculture,,Irrigation,,,,,,,,,,
739,Agriculture,,Irrigation,,,,,,,,,,
740,Agriculture,,Irrigation,,,,,,,,,,
741,Agriculture,,Irrigation,,,,,,,,,,
742,Agriculture,,Irrigation,,,,,,,,,,
743,Agriculture,,Irrigation,,,,,,,,,,
744,Agriculture,,Irrigation,,,,,,,,,,
745,Agriculture,,Irrigation,,,,,,,,,,
746,Agriculture,,Irrigation,,,,,,,,,,
747,Agriculture,,Irrigation,,,,,,,,,,
748,Agriculture,,Irrigation,,,,,,,,,,
749,Agriculture,,Irrigation,,,,,,,,,,
750,Agriculture,,Irrigation,,,,,,,,,,
751,Agriculture,,Irrigation,,,,,,,,,,
752,Agriculture,,Irrigation,,,,,,,,,,
753,Agriculture,,Irrigation,,,,,,,,,,
754,Agriculture,,Irrigation,,,,,,,,,,
755,Agriculture,,Irrigation,,,,,,,,,,
756,Agriculture,,Irrigation,,,,,,,,,,
757,Agriculture,,Irrigation,,,,,,,,,,
758,Agriculture,,Irrigation,,,,,,,,,,
759,Agriculture,,Irrigation,,,,,,,,,,
760,Agriculture,,Irrigation,,,,,,,,,,
761,Agriculture,,Irrigation,,,,,,,,,,
762,Agriculture,,Irrigation,,,,,,,,,,
763,Agriculture,,Irrigation,,,,,,,,,,
764,Agriculture,,Irrigation,,,,,,,,,,
765,Agriculture,,Irrigation,,,,,,,,,,
766,Agriculture,,Irrigation,,,,,,,,,,
767,Agriculture,,Irrigation,,,,,,,,,,
768,Agriculture,,Irrigation,,,,,,,,,,
769,Agriculture,,Irrigation,,,,,,,,,,
770,Agriculture,,Irrigation,,,,,,,,,,
771,Agriculture,,Irrigation,,,,,,,,,,
772,Agriculture,,Irrigation,,,,,,,,,,
773,Agriculture,,Irrigation,,,,,,,,,,
774,Agriculture,,Irrigation,,,,,,,,,,
775,Agriculture,,Irrigation,,,,,,,,,,
776,Agriculture,,Irrigation,,,,,,,,,,
777,Agriculture,,Irrigation,,,,,,,,,,
778,Agriculture,,Irrigation,,,,,,,,,,
779,Agriculture,,Irrigation,,,,,,,,,,
780,Agriculture,,Irrigation,,,,,,,,,,
781,Agriculture,,Irrigation,,,,,,,,,,
782,Agriculture,,Irrigation,,,,,,,,,,
783,Agriculture,,Irrigation,,,,,,,,,,
784,Agriculture,,Irrigation,,,,,,,,,,
785,Agriculture,,Irrigation,,,,,,,,,,
786,Agriculture,,Irrigation,,,,,,,,,,
787,Agriculture,,Irrigation,,,,,,,,,,
788,Agriculture,,Irrigation,,,,,,,,,,
789,Agriculture,,Irrigation,,,,,,,,,,
790,Agriculture,,Irrigation,,,,,,,,,,
791,Agriculture,,Irrigation,,,,,,,,,,
792,Agriculture,,Irrigation,,,,,,,,,,
793,Agriculture,,Irrigation,,,,,,,,,,
794,Agriculture,,Irrigation,,,,,,,,,,
795,Agriculture,,Irrigation,,,,,,,,,,
796,Agriculture,,Irrigation,,,,,,,,,,
797,Agriculture,,Irrigation,,,,,,,,,,
798,Agriculture,,Irrigation,,,,,,,,,,
799,Agriculture,,Irrigation,,,,,,,,,,
800,Agriculture,,Irrigation,,,,,,,,,,
801,Agriculture,,Irrigation,,,,,,,,,,
802,Agriculture,,Irrigation,,,,,,,,,,
803,Agriculture,,Irrigation,,,,,,,,,,
804,Agriculture,,Irrigation,,,,,,,,,,
805,Agriculture,,Irrigation,,,,,,,,,,
806,Agriculture,,Irrigation,,,,,,,,,,
807,Agriculture,,Irrigation,,,,,,,,,,
808,Agriculture,,Irrigation,,,,,,,,,,
809,Agriculture,,Irrigation,,,,,,,,,,
810,Agriculture,,Irrigation,,,,,,,,,,
811,Agriculture,,Irrigation,,,,,,,,,,
812,Agriculture,,Irrigation,,,,,,,,,,
813,Agriculture,,Irrigation,,,,,,,,,,
814,Agriculture,,Irrigation,,,,,,,,,,
815,Agriculture,,Irrigation,,,,,,,,,,
816,Agriculture,,Irrigation,,,,,,,,,,
817,Agriculture,,Irrigation,,,,,,,,,,
818,Agriculture,,Irrigation,,,,,,,,,,
819,Agriculture,,Irrigation,,,,,,,,,,
820,Agriculture,,Irrigation,,,,,,,,,,
821,Agriculture,,Irrigation,,,,,,,,,,
822,Agriculture,,Irrigation,,,,,,,,,,
823,Agriculture,,Irrigation,,,,,,,,,,
824,Agriculture,,Irrigation,,,,,,,,,,
825,Agriculture,,Irrigation,,,,,,,,,,
826,Agriculture,,Irrigation,,,,,,,,,,
827,Agriculture,,Irrigation,,,,,,,,,,
828,Agriculture,,Irrigation,,,,,,,,,,
829,Agriculture,,Irrigation,,,,,,,,,,
830,Agriculture,,Irrigation,,,,,,,,,,
831,Agriculture,,Irrigation,,,,,,,,,,
832,Agriculture,,Irrigation,,,,,,,,,,
833,Agriculture,,Irrigation,,,,,,,,,,
834,Agriculture,,Irrigation,,,,,,,,,,
835,Agriculture,,Irrigation,,,,,,,,,,
836,Agriculture,,Irrigation,,,,,,,,,,
837,Agriculture,,Irrigation,,,,,,,,,,
838,Agriculture,,Irrigation,,,,,,,,,,
839,Agriculture,,Irrigation,,,,,,,,,,
840,Agriculture,,Irrigation,,,,,,,,,,
841,Agriculture,,Irrigation,,,,,,,,,,
842,Agriculture,,Irrigation,,,,,,,,,,
843,Agriculture,,Irrigation,,,,,,,,,,
844,Agriculture,,Irrigation,,,,,,,,,,
845,Agriculture,,Irrigation,,,,,,,,,,
846,Agriculture,,Irrigation,,,,,,,,,,
847,Agriculture,,Irrigation,,,,,,,,,,
848,Agriculture,,Irrigation,,,,,,,,,,
849,Agriculture,,Irrigation,,,,,,,,,,
850,Agriculture,,Irrigation,,,,,,,,,,
851,Agriculture,,Irrigation,,,,,,,,,,
852,Agriculture,,Irrigation,,,,,,,,,,
853,Agriculture,,Irrigation,,,,,,,,,,
854,Agriculture,,Irrigation,,,,,,,,,,
855,Agriculture,,Irrigation,,,,,,,,,,
856,Agriculture,,Irrigation,,,,,,,,,,
857,Agriculture,,Irrigation,,,,,,,,,,
858,Agriculture,,Irrigation,,,,,,,,,,
859,Agriculture,,Irrigation,,,,,,,,,,
860,Agriculture,,Irrigation,,,,,,,,,,
861,Agriculture,,Irrigation,,,,,,,,,,
862,Agriculture,,Irrigation,,,,,,,,,,
863,Agriculture,,Irrigation,,,,,,,,,,
864,Agriculture,,Irrigation,,,,,,,,,,
865,Agriculture,,Irrigation,,,,,,,,,,
866,Agriculture,,Irrigation,,,,,,,,,,
867,Agriculture,,Irrigation,,,,,,,,,,
868,Agriculture,,Irrigation,,,,,,,,,,
869,Agriculture,,Irrigation,,,,,,,,,,
870,Agriculture,,Irrigation,,,,,,,,,,
871,Agriculture,,Irrigation,,,,,,,,,,
872,Agriculture,,Irrigation,,,,,,,,,,
873,Agriculture,,Irrigation,,,,,,,,,,
874,Agriculture,,Irrigation,,,,,,,,,,
875,Agriculture,,Irrigation,,,,,,,,,,
876,Agriculture,,Irrigation,,,,,,,,,,
877,Agriculture,,Irrigation,,,,,,,,,,
878,Agriculture,,Irrigation,,,,,,,,,,
879,Agriculture,,Irrigation,,,,,,,,,,
880,Agriculture,,Irrigation,,,,,,,,,,
881,Agriculture,,Irrigation,,,,,,,,,,
882,Agriculture,,Irrigation,,,,,,,,,,
883,Agriculture,,Irrigation,,,,,,,,,,
884,Agriculture,,Irrigation,,,,,,,,,,
885,Agriculture,,Irrigation,,,,,,,,,,
886,Agriculture,,Irrigation,,,,,,,,,,
887,Agriculture,,Irrigation,,,,,,,,,,
888,Agriculture,,Irrigation,,,,,,,,,,
889,Agriculture,,Irrigation,,,,,,,,,,
890,Agriculture,,Irrigation,,,,,,,,,,
891,Agriculture,,Irrigation,,,,,,,,,,
892,Agriculture,,Irrigation,,,,,,,,,,
893,Agriculture,,Irrigation,,,,,,,,,,
894,Agriculture,,Irrigation,,,,,,,,,,
895,Agriculture,,Irrigation,,,,,,,,,,
896,Agriculture,,Irrigation,,,,,,,,,,
897,Agriculture,,Irrigation,,,,,,,,,,
898,Agriculture,,Irrigation,,,,,,,,,,
899,Agriculture,,Irrigation,,,,,,,,,,
900,Agriculture,,Irrigation,,,,,,,,,,
901,Agriculture,,Irrigation,,,,,,,,,,
902,Agriculture,,Irrigation,,,,,,,,,,
903,Agriculture,,Irrigation,,,,,,,,,,
904,Agriculture,,Irrigation,,,,,,,,,,
905,Agriculture,,Irrigation,,,,,,,,,,
906,Agriculture,,Irrigation,,,,,,,,,,
907,Agriculture,,Irrigation,,,,,,,,,,
908,Agriculture,,Irrigation,,,,,,,,,,
909,Agriculture,,Irrigation,,,,,,,,,,
910,Agriculture,,Irrigation,,,,,,,,,,
911,Agriculture,,Irrigation,,,,,,,,,,
912,Agriculture,,Irrigation,,,,,,,,,,
913,Agriculture,,Irrigation,,,,,,,,,,
914,Agriculture,,Irrigation,,,,,,,,,,
915,Agriculture,,Irrigation,,,,,,,,,,
916,Agriculture,,Irrigation,,,,,,,,,,
917,Agriculture,,Irrigation,,,,,,,,,,
918,Agriculture,,Irrigation,,,,,,,,,,
919,Agriculture,,Irrigation,,,,,,,,,,
920,Agriculture,,Irrigation,,,,,,,,,,
921,Agriculture,,Irrigation,,,,,,,,,,
922,Agriculture,,Irrigation,,,,,,,,,,
923,Agriculture,,Irrigation,,,,,,,,,,
924,Agriculture,,Irrigation,,,,,,,,,,
925,Agriculture,,Irrigation,,,,,,,,,,
926,Agriculture,,Irrigation,,,,,,,,,,
927,Agriculture,,Irrigation,,,,,,,,,,
928,Agriculture,,Irrigation,,,,,,,,,,
929,Agriculture,,Irrigation,,,,,,,,,,
930,Agriculture,,Irrigation,,,,,,,,,,
931,Agriculture,,Irrigation,,,,,,,,,,
932,Agriculture,,Irrigation,,,,,,,,,,
933,Agriculture,,Irrigation,,,,,,,,,,
934,Agriculture,,Irrigation,,,,,,,,,,
935,Agriculture,,Irrigation,,,,,,,,,,
936,Agriculture,,Irrigation,,,,,,,,,,
937,Agriculture,,Irrigation,,,,,,,,,,
938,Agriculture,,Irrigation,,,,,,,,,,
939,Agriculture,,Irrigation,,,,,,,,,,
940,Agriculture,,Irrigation,,,,,,,,,,
941,Agriculture,,Irrigation,,,,,,,,,,
942,Agriculture,,Irrigation,,,,,,,,,,
943,Agriculture,,Irrigation,,,,,,,,,,
944,Agriculture,,Irrigation,,,,,,,,,,
945,Agriculture,,Irrigation,,,,,,,,,,
946,Agriculture,,Irrigation,,,,,,,,,,
947,Agriculture,,Irrigation,,,,,,,,,,
948,Agriculture,,Irrigation,,,,,,,,,,
949,Agriculture,,Irrigation,,,,,,,,,,
950,Agriculture,,Irrigation,,,,,,,,,,
951,Agriculture,,Irrigation,,,,,,,,,,
952,Agriculture,,Irrigation,,,,,,,,,,
953,Agriculture,,Irrigation,,,,,,,,,,
954,Agriculture,,Irrigation,,,,,,,,,,
955,Agriculture,,Irrigation,,,,,,,,,,
956,Agriculture,,Irrigation,,,,,,,,,,
957,Agriculture,,Irrigation,,,,,,,,,,
958,Agriculture,,Irrigation,,,,,,,,,,
959,Agriculture,,Irrigation,,,,,,,,,,
960,Agriculture,,Irrigation,,,,,,,,,,
961,Agriculture,,Irrigation,,,,,,,,,,
962,Agriculture,,Irrigation,,,,,,,,,,
963,Agriculture,,Irrigation,,,,,,,,,,
964,Agriculture,,Irrigation,,,,,,,,,,
965,Agriculture,,Irrigation,,,,,,,,,,
966,Agriculture,,Irrigation,,,,,,,,,,
967,Agriculture,,Irrigation,,,,,,,,,,
968,Agriculture,,Irrigation,,,,,,,,,,
969,Agriculture,,Irrigation,,,,,,,,,,
970,Agriculture,,Irrigation,,,,,,,,,,
971,Agriculture,,Irrigation,,,,,,,,,,
972,Agriculture,,Irrigation,,,,,,,,,,
973,Agriculture,,Irrigation,,,,,,,,,,
974,Agriculture,,Irrigation,,,,,,,,,,
975,Agriculture,,Irrigation,,,,,,,,,,
976,Agriculture,,Irrigation,,,,,,,,,,
977,Agriculture,,Irrigation,,,,,,,,,,
978,Agriculture,,Irrigation,,,,,,,,,,
979,Agriculture,,Irrigation,,,,,,,,,,
980,Agriculture,,Irrigation,,,,,,,,,,
981,Agriculture,,Irrigation,,,,,,,,,,
982,Agriculture,,Irrigation,,,,,,,,,,
983,Agriculture,,Irrigation,,,,,,,,,,
984,Agriculture,,Irrigation,,,,,,,,,,
985,Agriculture,,Irrigation,,,,,,,,,,
986,Agriculture,,Irrigation,,,,,,,,,,
987,Agriculture,,Irrigation,,,,,,,,,,
988,Agriculture,,Irrigation,,,,,,,,,,
989,Agriculture,,Irrigation,,,,,,,,,,
990,Agriculture,,Irrigation,,,,,,,,,,
991,Agriculture,,Irrigation,,,,,,,,,,
992,Agriculture,,Irrigation,,,,,,,,,,
993,Agriculture,,Irrigation,,,,,,,,,,
994,Agriculture,,Irrigation,,,,,,,,,,
995,Agriculture,,Irrigation,,,,,,,,,,
996,Agriculture,,Irrigation,,,,,,,,,,
997,Agriculture,,Irrigation,,,,,,,,,,
998,Agriculture,,Irrigation,,,,,,,,,,
999,Agriculture,,Irrigation,,,,,,,,,,
1000,Agriculture,,Irrigation,,,,,,,,,,
1001,Agriculture,,Irrigation,,,,,,,,,,
1002,Agriculture,,Irrigation,,,,,,,,,,
1003,Agriculture,,Irrigation,,,,,,,,,,
1004,Agriculture,,Irrigation,,,,,,,,,,
1005,Agriculture,,Irrigation,,,,,,,,,,
1006,Agriculture,,Irrigation,,,,,,,,,,
1007,Agriculture,,Irrigation,,,,,,,,,,
1008,Agriculture,,Irrigation,,,,,,,,,,
1009,Agriculture,,Irrigation,,,,,,,,,,
1010,Agriculture,,Irrigation,,,,,,,,,,
1011,Agriculture,,Irrigation,,,,,,,,,,
1012,Agriculture,,Irrigation,,,,,,,,,,
1013,Agriculture,,Irrigation,,,,,,,,,,
1014,Agriculture,,Irrigation,,,,,,,,,,
1015,Agriculture,,Irrigation,,,,,,,,,,
1016,Agriculture,,Irrigation,,,,,,,,,,
1017,Agriculture,,Irrigation,,,,,,,,,,
1018,Agriculture,,Irrigation,,,,,,,,,,
1019,Agriculture,,Irrigation,,,,,,,,,,
1020,Agriculture,,Irrigation,,,,,,,,,,
1021,Agriculture,,Irrigation,,,,,,,,,,
1022,Agriculture,,Irrigation,,,,,,,,,,
1023,Agriculture,,Irrigation,,,,,,,,,,
1024,Agriculture,,Irrigation,,,,,,,,,,
1025,Agriculture,,Irrigation,,,,,,,,,,
1026,Agriculture,,Irrigation,,,,,,,,,,
1027,Agriculture,,Irrigation,,,,,,,,,,
1028,Agriculture,,Irrigation,,,,,,,,,,
1029,Agriculture,,Irrigation,,,,,,,,,,
1030,Agriculture,,Irrigation,,,,,,,,,,
1031,Agriculture,,Irrigation,,,,,,,,,,
1032,Agriculture,,Irrigation,,,,,,,,,,
1033,Agriculture,,Irrigation,,,,,,,,,,
1034,Agriculture,,Irrigation,,,,,,,,,,
1035,Agriculture,,Irrigation,,,,,,,,,,
1036,Agriculture,,Irrigation,,,,,,,,,,
1037,Agriculture,,Irrigation,,,,,,,,,,
1038,Agriculture,,Irrigation,,,,,,,,,,
1039,Agriculture,,Irrigation,,,,,,,,,,
1040,Agriculture,,Irrigation,,,,,,,,,,
1041,Agriculture,,Irrigation,,,,,,,,,,
1042,Agriculture,,Irrigation,,,,,,,,,,
1043,Agriculture,,Irrigation,,,,,,,,,,
1044,Agriculture,,Irrigation,,,,,,,,,,
1045,Agriculture,,Irrigation,,,,,,,,,,
1046,Agriculture,,Irrigation,,,,,,,,,,
1047,Agriculture,,Irrigation,,,,,,,,,,
1048,Agriculture,,Irrigation,,,,,,,,,,
1049,Agriculture,,Irrigation,,,,,,,,,,
1050,Agriculture,,Irrigation,,,,,,,,,,
1051,Agriculture,,Irrigation,,,,,,,,,,
1052,Agriculture,,Irrigation,,,,,,,,,,
1053,Agriculture,,Irrigation,,,,,,,,,,
1054,Agriculture,,Irrigation,,,,,,,,,,
1055,Agriculture,,Irrigation,,,,,,,,,,
1056,Agriculture,,Irrigation,,,,,,,,,,
1057,Agriculture,,Irrigation,,,,,,,,,,
1058,Agriculture,,Irrigation,,,,,,,,,,
1059,Agriculture,,Irrigation,,,,,,,,,,
1060,Agriculture,,Irrigation,,,,,,,,,,
1061,Agriculture,,Irrigation,,,,,,,,,,
1062,Agriculture,,Irrigation,,,,,,,,,,
1063,Agriculture,,Irrigation,,,,,,,,,,
1064,Agriculture,,Irrigation,,,,,,,,,,
1065,Agriculture,,Irrigation,,,,,,,,,,
1066,Agriculture,,Irrigation,,,,,,,,,,
1067,Agriculture,,Irrigation,,,,,,,,,,
1068,Agriculture,,Irrigation,,,,,,,,,,
1069,Agriculture,,Irrigation,,,,,,,,,,
1070,Agriculture,,Irrigation,,,,,,,,,,
1071,Agriculture,,Irrigation,,,,,,,,,,
1072,Agriculture,,Irrigation,,,,,,,,,,
1073,Agriculture,,Irrigation,,,,,,,,,,
1074,Agriculture,,Irrigation,,,,,,,,,,
1075,Agriculture,,Irrigation,,,,,,,,,,
1076,Agriculture,,Irrigation,,,,,,,,,,
1077,Agriculture,,Irrigation,,,,,,,,,,
1078,Agriculture,,Irrigation,,,,,,,,,,
1079,Agriculture,,Irrigation,,,,,,,,,,
1080,Agriculture,,Irrigation,,,,,,,,,,
1081,Agriculture,,Irrigation,,,,,,,,,,
1082,Agriculture,,Irrigation,,,,,,,,,,
1083,Agriculture,,Irrigation,,,,,,,,,,
1084,Agriculture,,Irrigation,,,,,,,,,,
1085,Agriculture,,Irrigation,,,,,,,,,,
1086,Agriculture,,Irrigation,,,,,,,,,,
1087,Agriculture,,Irrigation,,,,,,,,,,
1088,Agriculture,,Irrigation,,,,,,,,,,
1089,Agriculture,,Irrigation,,,,,,,,,,
1090,Agriculture,,Irrigation,,,,,,,,,,
1091,Agriculture,,Irrigation,,,,,,,,,,
1092,Agriculture,,Irrigation,,,,,,,,,,
1093,Agriculture,,Irrigation,,,,,,,,,,
1094,Agriculture,,Irrigation,,,,,,,,,,
1095,Agriculture,,Irrigation,,,,,,,,,,
1096,Agriculture,,Irrigation,,,,,,,,,,
1097,Agriculture,,Irrigation,,,,,,,,,,
1098,Agriculture,,Irrigation,,,,,,,,,,
1099,Agriculture,,Irrigation,,,,,,,,,,
