BeneficialUseID,BeneficialUseUUID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryNameCV,NAICSCodeNameCV
1546,1546,"Municipal, Commercial, Fire, Domestic, Stock",,,
1547,1547,"Irrigation, Industrial, Fishery, Domestic, Power",,,
1548,1548,"Storage, Irrigation, Fishery, Wildlife",,,
1549,1549,"Fire, Wildlife",,,
1550,1550,"Irrigation, Municipal, Fire, Domestic, Stock",,,
1551,1551,"Irrigation, Commercial, Industrial, Recreation, Fire, Stock",,,
1552,1552,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
1553,1553,"Irrigation, Commercial, Industrial, Fire, Domestic, Stock",,,
1554,1554,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Augmentation, Snowmaking, Wildlife",,,
1555,1555,"Irrigation, Fire, Stock",,,
1556,1556,"Irrigation, Municipal, Industrial, Recreation, Domestic, Stock, Power",,,
1557,1557,"Irrigation, Municipal, Fishery, Fire, Domestic, Stock, Augmentation, Household Use Only, Wildlife",,,
1558,1558,"Storage, Irrigation, Municipal, Domestic",,,
1559,1559,"Commercial, Domestic, Stock, Power",,,
1560,1560,"Irrigation, Commercial, Recreation, Fire, Domestic, Snowmaking",,,
1561,1561,"Irrigation, Commercial, Fishery, Fire, Domestic",,,
1562,1562,"Irrigation, Industrial, Fire, Domestic, Stock, Augmentation, Transmountain Export",,,
1563,1563,"Commercial, Industrial, Recreation, Domestic",,,
1564,1564,"Irrigation, Commercial, Recreation, Stock, Augmentation, Wildlife",,,
1565,1565,"Industrial, Fire, Domestic, Other",,,
1566,1566,"Storage, Irrigation, Commercial, Recreation, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
1567,1567,"Irrigation, Commercial, Recreation, Fire, Stock, Augmentation",,,
1568,1568,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Wildlife",,,
1569,1569,"Irrigation, Fire, Stock, Other",,,
1570,1570,"Industrial, Fishery, Stock, Evaporative, Wildlife",,,
1571,1571,"Municipal, Commercial, Fishery, Fire, Domestic",,,
1572,1572,"Storage, Fishery, Wildlife",,,
1573,1573,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Stock, Augmentation, Wildlife",,,
1574,1574,"Storage, Irrigation, Municipal, Commercial, Industrial, Fire, Domestic",,,
1575,1575,"Irrigation, Industrial, Domestic, Stock, Other",,,
1576,1576,"Irrigation, Fishery, Stock, Other",,,
1577,1577,"Domestic, Stock, Household Use Only",,,
1578,1578,"Fire, Stock, Household Use Only, Other",,,
1579,1579,Augmentation,,,
1580,1580,"Industrial, Fishery, Stock, Wildlife",,,
1581,1581,"Storage, Fishery, Fire, Stock",,,
1582,1582,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
1583,1583,"Irrigation, Commercial, Recreation, Domestic",,,
1584,1584,"Commercial, Industrial, Fishery, Stock, Wildlife",,,
1585,1585,"Municipal, Fire, Domestic, Other",,,
1586,1586,"Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Wildlife",,,
1587,1587,"Storage, Industrial, Fishery, Domestic",,,
1588,1588,"Irrigation, Commercial, Fire, Domestic, Augmentation, Other",,,
1589,1589,"Recreation, Fishery, Fire, Stock",,,
1590,1590,"Irrigation, Municipal, Domestic, Augmentation, Power",,,
1591,1591,"Municipal, Industrial, Fire, Domestic, Stock",,,
1592,1592,"Irrigation, Commercial, Industrial, Recreation, Fishery, Wildlife",,,
1593,1593,"Storage, Irrigation, Commercial, Recreation, Fishery, Fire",,,
1594,1594,"Irrigation, Stock, Snowmaking",,,
1595,1595,"Irrigation, Municipal, Commercial, Recreation, Domestic, Other",,,
1596,1596,"Storage, Irrigation, Municipal, Commercial, Domestic",,,
1597,1597,"Irrigation, Commercial, Industrial, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1598,1598,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
1599,1599,"Fishery, Fire, Stock, Other, Wildlife",,,
1600,1600,"Recreation, Fishery, Fire, Stock, Evaporative, Other, Wildlife",,,
1601,1601,Snowmaking,,,
1602,1602,"Municipal, Recharge",,,
1603,1603,"Storage, Irrigation, Municipal, Fire, Domestic, Evaporative, Other",,,
1604,1604,"Industrial, Augmentation",,,
1605,1605,"Household Use Only, Other",,,
1606,1606,"Industrial, Domestic, Other",,,
1607,1607,"Recreation, Fishery, Fire, Domestic, Stock",,,
1608,1608,"Irrigation, Recreation, Fishery, Fire, Domestic, Evaporative",,,
1609,1609,"Irrigation, Fire, Other",,,
1610,1610,"Storage, Irrigation, Commercial, Recreation, Fishery, Domestic, Stock",,,
1611,1611,"Recreation, Fishery, Fire, Stock, Augmentation, Recharge, Wildlife",,,
1612,1612,"Irrigation, Recharge",,,
1613,1613,"Irrigation, Commercial, Recreation, Fire, Domestic",,,
1614,1614,"Irrigation, Municipal, Industrial, Recreation, Augmentation",,,
1615,1615,"Municipal, Augmentation, Wildlife",,,
1616,1616,"Storage, Irrigation, Augmentation, Recharge",,,
1617,1617,"Storage, Fishery, Stock",,,
1618,1618,"Commercial, Domestic, Augmentation, Snowmaking",,,
1619,1619,"Storage, Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1620,1620,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Power",,,
1621,1621,"Irrigation, Fishery, Fire, Stock, Augmentation, Other",,,
1622,1622,"Irrigation, Municipal, Commercial, Recreation, Fishery, Domestic, Stock",,,
1623,1623,"Municipal, Domestic, Evaporative",,,
1624,1624,"Irrigation, Municipal, Other",,,
1625,1625,"Storage, Irrigation, Municipal, Recreation, Fishery, Domestic, Stock",,,
1626,1626,"Storage, Irrigation, Municipal",,,
1627,1627,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Power, Wildlife",,,
1628,1628,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Augmentation, Evaporative, Snowmaking",,,
1629,1629,"Irrigation, Commercial, Fire, Stock, Augmentation",,,
1630,1630,"Storage, Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation, Snowmaking",,,
1631,1631,"Irrigation, Municipal, Commercial, Industrial, Augmentation",,,
1632,1632,"Storage, Irrigation, Commercial, Industrial, Fire, Domestic, Augmentation, Power, Recharge",,,
1633,1633,"Irrigation, Recreation, Fishery, Domestic, Stock, Other",,,
1634,1634,"Storage, Recreation, Fishery, Fire, Stock",,,
1635,1635,"Irrigation, Municipal, Industrial, Recreation, Fishery, Augmentation, Other",,,
1636,1636,"Recreation, Fishery, Stock, Evaporative",,,
1637,1637,"Fishery, Stock, Augmentation, Wildlife",,,
1638,1638,"Irrigation, Recreation, Fishery, Fire, Domestic, Augmentation, Other, Wildlife",,,
1639,1639,"Irrigation, Municipal, Recreation, Stock",,,
1640,1640,"Irrigation, Municipal, Industrial, Domestic, Augmentation",,,
1641,1641,"Irrigation, Municipal, Recreation, Fire, Domestic, Augmentation",,,
1642,1642,"Municipal, All Beneficial Uses",,,
1643,1643,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Household Use Only, Wildlife",,,
1644,1644,"Storage, Industrial, Domestic, Stock",,,
1645,1645,"Storage, Irrigation, Commercial, Recreation, Fire, Domestic, Augmentation",,,
1646,1646,"Municipal, Recreation, Fishery, Evaporative, Wildlife",,,
1647,1647,"Irrigation, Industrial, Fishery, Augmentation, Other, Wildlife",,,
1648,1648,"Irrigation, Fishery, Fire, Domestic, Stock, Augmentation",,,
1649,1649,"Storage, Irrigation, Industrial, Fire, Domestic, Stock, Power, All Beneficial Uses",,,
1650,1650,"Irrigation, Augmentation, Other, Recharge, Wildlife",,,
1651,1651,"Irrigation, Municipal, Commercial, Fishery, Fire, Domestic, Stock",,,
1652,1652,"Recreation, Stock, Augmentation",,,
1653,1653,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Augmentation, Recharge",,,
1654,1654,"Storage, Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Augmentation",,,
1655,1655,"Storage, Irrigation, Domestic, Other",,,
1656,1656,"Irrigation, Municipal, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1657,1657,"Recreation, Fishery, Stock, Evaporative, Other, Wildlife",,,
1658,1658,"Fishery, Fire, Domestic, Stock",,,
1659,1659,"Storage, Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
1660,1660,"Fire, Household Use Only",,,
1661,1661,"Storage, Irrigation, Municipal, Recreation, Fishery, Domestic, Stock, Power, Other, Wildlife",,,
1662,1662,"Commercial, Industrial, Augmentation, Other",,,
1663,1663,"Irrigation, Fishery, Fire, Stock, Power, Other, Wildlife",,,
1664,1664,"Irrigation, Fishery, Fire, Stock, Other",,,
1665,1665,"Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Stock, Augmentation",,,
1666,1666,"Irrigation, Industrial, Other",,,
1667,1667,"Storage, Irrigation, Municipal, Industrial, Augmentation, Other",,,
1668,1668,"Recreation, Fishery, Federal Reserved",,,
1669,1669,"Irrigation, Industrial, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1670,1670,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Household Use Only, Other",,,
1671,1671,"Storage, Irrigation, Commercial, Recreation, Fishery, Domestic, Stock, Wildlife",,,
1672,1672,"Storage, Irrigation, Municipal, Commercial, Recreation",,,
1673,1673,"Irrigation, Municipal, Domestic",,,
1674,1674,"Municipal, Recreation, Fishery, Domestic",,,
1675,1675,"Irrigation, Municipal, Commercial, Industrial, Fishery, Fire, Domestic",,,
1676,1676,"Storage, Irrigation, Recreation, Fishery, Augmentation",,,
1677,1677,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic",,,
1678,1678,"Irrigation, Recreation, Stock, Augmentation, Recharge",,,
1679,1679,"Irrigation, Industrial, Fire, Augmentation, Other",,,
1680,1680,"Storage, Irrigation, Stock",,,
1681,1681,"Industrial, Fire, Domestic",,,
1682,1682,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock",,,
1683,1683,"Irrigation, Fishery, Stock, Evaporative",,,
1684,1684,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Other",,,
1685,1685,"Irrigation, Commercial, Industrial, Other",,,
1686,1686,"Irrigation, Commercial, Industrial, Fire, Stock, Wildlife",,,
1687,1687,"Irrigation, Commercial, Industrial, Fire, Domestic, Augmentation, Power, Recharge",,,
1688,1688,"Commercial, Industrial, Fishery",,,
1689,1689,"Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Power, Other, Wildlife",,,
1690,1690,"Irrigation, Commercial, Recreation",,,
1691,1691,"Irrigation, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1692,1692,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Other, Wildlife",,,
1693,1693,"Irrigation, Municipal, Augmentation, Power, Recharge, Wildlife, All Beneficial Uses",,,
1694,1694,"Irrigation, Municipal, Industrial, Domestic, Augmentation, Snowmaking, Other",,,
1695,1695,"Irrigation, Commercial, Industrial, Recreation, Fishery, Augmentation, Evaporative, Recharge",,,
1696,1696,"Storage, Irrigation, Fire, Domestic, Stock, Wildlife",,,
1697,1697,"Storage, Irrigation, Commercial, Fire, Domestic, Stock, Augmentation, Evaporative, Recharge",,,
1698,1698,"Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Snowmaking, Wildlife",,,
1699,1699,"Fishery, Stock, Augmentation",,,
1700,1700,"Recreation, Fishery, Fire, Domestic, Wildlife",,,
1701,1701,"Storage, Irrigation, Domestic, Stock, Augmentation, Wildlife",,,
1702,1702,"Irrigation, Commercial, Recreation, Fishery",,,
1703,1703,"Storage, Recharge",,,
1704,1704,"Irrigation, Municipal",,,
1705,1705,"Irrigation, Fire, Domestic, Federal Reserved, Other",,,
1706,1706,"Irrigation, Industrial, Fishery, Fire, Domestic, Stock",,,
1707,1707,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Other",,,
1708,1708,"Irrigation, Fire, Domestic, Other",,,
1709,1709,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation",,,
1710,1710,"Storage, Irrigation, Industrial, Domestic, Augmentation, Other",,,
1711,1711,"Stock, Augmentation, Wildlife",,,
1712,1712,"Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Other, Wildlife",,,
1713,1713,"Recreation, Fire, Domestic, Augmentation",,,
1714,1714,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Snowmaking, Wildlife",,,
1715,1715,"Storage, Other",,,
1716,1716,"Irrigation, Municipal, Commercial, Fire, Domestic, Recharge",,,
1717,1717,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Snowmaking",,,
1718,1718,All Beneficial Uses,,,
1719,1719,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation",,,
1720,1720,Evaporative,,,
1721,1721,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, All Beneficial Uses",,,
1722,1722,"Industrial, Stock",,,
1723,1723,"Storage, Irrigation, Fishery, Fire, Stock, Wildlife",,,
1724,1724,"Storage, Irrigation, Municipal, Industrial, Recreation, Fire, Domestic",,,
1725,1725,"Commercial, Fishery, Fire, Domestic",,,
1726,1726,"Irrigation, Recreation, Fire, Stock, Evaporative, Wildlife",,,
1727,1727,"Fishery, Fire, Stock, Other",,,
1728,1728,"Storage, Recreation, Fishery, Stock, Augmentation, Wildlife",,,
1729,1729,"Recreation, Fishery, Stock, Evaporative, Recharge, Wildlife",,,
1730,1730,"Irrigation, Municipal, Industrial, Fire, Domestic, Other",,,
1731,1731,"Irrigation, Recreation, Fire, Stock, Wildlife",,,
1732,1732,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Evaporative",,,
1733,1733,"Irrigation, Municipal, Industrial, Fishery, Domestic",,,
1734,1734,"Irrigation, Municipal, Commercial, Industrial, Fishery, Domestic, Snowmaking, Wildlife",,,
1735,1735,"Irrigation, Commercial, Fire, Stock, Augmentation, Recharge, Wildlife",,,
1736,1736,"Irrigation, Municipal, Industrial, Fishery, Fire, Domestic, Augmentation, Other",,,
1737,1737,"Storage, Recreation, Domestic, Stock",,,
1738,1738,"Storage, Irrigation, Municipal, Commercial, Industrial, Augmentation",,,
1739,1739,"Irrigation, Commercial, Stock, Other",,,
1740,1740,"Irrigation, Commercial, Recreation, Stock, All Beneficial Uses",,,
1741,1741,"Fire, Domestic, Stock, Evaporative",,,
1742,1742,"Storage, Recreation, Fishery, Fire, Recharge, Wildlife",,,
1743,1743,"Storage, Recreation, Domestic, Stock, Other",,,
1744,1744,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1745,1745,"Storage, Irrigation, Commercial, Industrial",,,
1746,1746,"Municipal, Industrial, Recreation, Fire, Domestic, Other",,,
1747,1747,"Irrigation, Municipal, Commercial, Domestic, Augmentation",,,
1748,1748,"Irrigation, Fishery, Domestic, Stock, Power",,,
1749,1749,"Storage, Irrigation, Fire, Stock, Wildlife",,,
1750,1750,"Municipal, Commercial, Industrial, Fishery, Fire, Domestic",,,
1751,1751,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Augmentation",,,
1752,1752,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Power, Wildlife",,,
1753,1753,"Irrigation, Recreation, Fishery, Domestic, Stock, Augmentation, Recharge, Wildlife",,,
1754,1754,"Irrigation, Commercial, Recreation, Fishery, Evaporative",,,
1755,1755,"Storage, Irrigation, Recreation, Fishery, Domestic, Stock, Evaporative",,,
1756,1756,"Fire, Stock, Household Use Only",,,
1757,1757,"Storage, Irrigation, Municipal, Fishery, Augmentation, Wildlife",,,
1758,1758,"Irrigation, Recreation, Stock, Other",,,
1759,1759,"Storage, Irrigation, Recreation, Fire, Domestic, Stock, Evaporative, Other",,,
1760,1760,"Irrigation, Commercial, Fire, Domestic, Augmentation",,,
1761,1761,"Irrigation, Recreation, Fire, Other",,,
1762,1762,"Storage, Municipal, Augmentation",,,
1763,1763,"Irrigation, Federal Reserved, Other",,,
1764,1764,"Irrigation, Recreation, Stock, Wildlife",,,
1765,1765,"Commercial, Fire, Augmentation, Household Use Only",,,
1766,1766,"Irrigation, Fishery, Fire, Stock, Augmentation, Wildlife",,,
1767,1767,"Irrigation, Municipal, Industrial, Recreation, Fishery, Stock",,,
1768,1768,"Fishery, Federal Reserved",,,
1769,1769,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Augmentation, Other",,,
1770,1770,"Irrigation, Recreation, Domestic, Stock, Wildlife",,,
1771,1771,"Storage, Irrigation, Fishery, Fire, Stock",,,
1772,1772,"Irrigation, Municipal, Industrial, Recreation, Domestic, Power, All Beneficial Uses",,,
1773,1773,"Storage, Recreation, Fishery, Fire, Other, Wildlife",,,
1774,1774,"Irrigation, Municipal, Industrial, Recreation, Fire, Domestic, Augmentation, Evaporative",,,
1775,1775,"Irrigation, Municipal, Commercial, Recreation, Fishery",,,
1776,1776,"Irrigation, Commercial, Fishery, Stock, Other",,,
1777,1777,"Storage, Recreation, Fishery, Augmentation, Wildlife",,,
1778,1778,"Irrigation, Commercial, Industrial, Fire, Domestic, Power, Other",,,
1779,1779,"Storage, Commercial, Domestic, Other",,,
1780,1780,"Storage, Commercial, Industrial, Fire, Domestic, Augmentation",,,
1781,1781,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Snowmaking",,,
1782,1782,"Irrigation, Commercial, Fishery, Wildlife",,,
1783,1783,"Storage, Recreation, Fishery, Fire, Snowmaking",,,
1784,1784,"Irrigation, Recreation, Fishery, Stock, Wildlife",,,
1785,1785,"Storage, Irrigation, Commercial, Recreation",,,
1786,1786,"Irrigation, Recreation, Fire, Domestic, Other",,,
1787,1787,"Irrigation, Domestic, Household Use Only",,,
1788,1788,"Fire, Stock, Other",,,
1789,1789,"Irrigation, Stock, Wildlife",,,
1790,1790,"Storage, Recreation, Stock",,,
1791,1791,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Power",,,
1792,1792,"Irrigation, Municipal, Commercial, Industrial, Fishery, Geothermal",,,
1793,1793,"Irrigation, Commercial, Recreation, Fishery, Domestic, Augmentation, Snowmaking, Other",,,
1794,1794,"Storage, Irrigation, Commercial, Industrial, Domestic",,,
1795,1795,"Irrigation, Commercial, Fishery, Augmentation",,,
1796,1796,"Municipal, Industrial, Fishery, Fire, Domestic, Augmentation",,,
1797,1797,"Storage, Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Stock",,,
1798,1798,"Storage, Irrigation, Commercial, Recreation, Domestic",,,
1799,1799,"Irrigation, Fire, Augmentation",,,
1800,1800,"Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1801,1801,"Municipal, Commercial, Industrial, Recreation",,,
1802,1802,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Wildlife",,,
1803,1803,"Municipal, Augmentation, Cumulative Accretion to River",,,
1804,1804,"Storage, Recreation, Fishery, Fire, Augmentation, Other, Wildlife",,,
1805,1805,"Irrigation, Recreation, Stock, Augmentation, Wildlife",,,
1806,1806,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, Augmentation",,,
1807,1807,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Snowmaking, Other",,,
1808,1808,"Storage, Irrigation, Fishery",,,
1809,1809,"Irrigation, Recreation, Augmentation, Wildlife",,,
1810,1810,"Storage, Industrial, Stock, Wildlife",,,
1811,1811,"Recreation, Fishery, Domestic, Augmentation",,,
1812,1812,"Irrigation, Municipal, Industrial, Other",,,
1813,1813,"Irrigation, Municipal, Industrial, Recreation, Domestic, Augmentation, Snowmaking, All Beneficial Uses",,,
1814,1814,Export from State,,,
1815,1815,"Recreation, Fishery, Fire, Stock, Other",,,
1816,1816,"Storage, Snowmaking",,,
1817,1817,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Stock",,,
1818,1818,"Storage, Recreation, Fishery, Domestic",,,
1819,1819,"Irrigation, Municipal, Augmentation, Power",,,
1820,1820,"Municipal, Commercial, Industrial, Fire",,,
1821,1821,"Storage, Irrigation, Recreation, Augmentation, Recharge",,,
1822,1822,"Irrigation, Industrial, Recreation, Domestic, Stock",,,
1823,1823,"Irrigation, Fire, Stock, Augmentation, Other",,,
1824,1824,"Storage, Irrigation, Municipal, Recreation, Fishery, Fire, Other, Wildlife",,,
1825,1825,"Commercial, Industrial, Domestic, Stock",,,
1826,1826,"Irrigation, Municipal, Recreation, Fishery, Domestic, Stock, Wildlife",,,
1827,1827,"Fishery, Fire, Augmentation",,,
1828,1828,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Snowmaking",,,
1829,1829,"Irrigation, Municipal, Recreation, Fishery, Domestic, Other",,,
1830,1830,"Irrigation, Municipal, Domestic, Augmentation, Other",,,
1831,1831,"Irrigation, Industrial, Recreation, Fire, Domestic, Stock",,,
1832,1832,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Stock, Augmentation",,,
1833,1833,"Municipal, Fire, Domestic, Stock, Other",,,
1834,1834,"Commercial, Fire, Domestic, Stock, Wildlife",,,
1835,1835,"Storage, Irrigation, Recreation, Fishery, Other, Wildlife",,,
1836,1836,"Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
1837,1837,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock",,,
1838,1838,Fishery,,,
1839,1839,"Storage, Industrial",,,
1840,1840,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
1841,1841,"Irrigation, Industrial, Domestic, Augmentation",,,
1842,1842,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1843,1843,"Storage, Irrigation, Commercial, Fire, Domestic, Stock, Augmentation",,,
1844,1844,"Municipal, Commercial, Industrial, Recreation, Fire, Domestic",,,
1845,1845,"Irrigation, Domestic, Stock, Augmentation, Wildlife",,,
1846,1846,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation, Snowmaking, Power",,,
1847,1847,"Commercial, Domestic, Stock, Augmentation",,,
1848,1848,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1849,1849,"Irrigation, Municipal, Commercial, Industrial, Fishery, Fire, Domestic, Augmentation, Wildlife",,,
1850,1850,"Storage, Irrigation, Municipal, Commercial, Industrial, Domestic, Other",,,
1851,1851,"Irrigation, Commercial, Augmentation",,,
1852,1852,"Irrigation, Commercial, Fishery",,,
1853,1853,"Municipal, Commercial, Fishery, Fire, Domestic, Other",,,
1854,1854,"Irrigation, Municipal, Augmentation, Other, Recharge, Wildlife",,,
1855,1855,"Irrigation, Municipal, Commercial, Recreation, Fishery, Domestic, Augmentation",,,
1856,1856,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Evaporative, Other",,,
1857,1857,"Irrigation, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Evaporative, Other, Wildlife",,,
1858,1858,"Storage, Irrigation, Recreation, Fishery, Domestic, Stock, Wildlife",,,
1859,1859,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Wildlife",,,
1860,1860,"Commercial, Evaporative",,,
1861,1861,"Irrigation, Fire, Domestic, Wildlife",,,
1862,1862,"Municipal, Commercial, Recreation, Domestic, Stock, Augmentation",,,
1863,1863,"Irrigation, Augmentation, Cumulative Accretion to River, Recharge",,,
1864,1864,"Irrigation, Commercial, Augmentation, Recharge",,,
1865,1865,"Irrigation, Fishery, Fire, Domestic, Wildlife",,,
1866,1866,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic",,,
1867,1867,"Storage, Irrigation, Augmentation, Minimum Streamflow",,,
1868,1868,"Storage, Irrigation, Recreation",,,
1869,1869,"Irrigation, Recreation, Fishery, Other",,,
1870,1870,"Irrigation, Commercial, Industrial, Recreation, Fishery, Augmentation",,,
1871,1871,"Recreation, Fishery, Fire, Stock, Evaporative",,,
1872,1872,"Irrigation, Recreation, Fire, Stock, Augmentation, Wildlife",,,
1873,1873,"Irrigation, Augmentation, Minimum Streamflow",,,
1874,1874,"Storage, Irrigation, Commercial, Recreation, Fishery, Stock, Other",,,
1875,1875,"Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Recharge",,,
1876,1876,"Municipal, Commercial, Industrial, Fire, Domestic, Other",,,
1877,1877,"Storage, Domestic, Other",,,
1878,1878,"Storage, Stock, Evaporative",,,
1879,1879,"Domestic, Stock",,,
1880,1880,"Irrigation, Commercial, Industrial, Fishery, Domestic, Augmentation",,,
1881,1881,"Domestic, Augmentation, Other",,,
1882,1882,"Fishery, Fire, Domestic",,,
1883,1883,"Fishery, Fire, Stock",,,
1884,1884,"Irrigation, Commercial, Industrial, Recreation, Fire, Augmentation, Wildlife",,,
1885,1885,"Irrigation, Commercial, Industrial, Augmentation",,,
1886,1886,"Irrigation, Commercial, Industrial, Augmentation, Other",,,
1887,1887,"Storage, Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Wildlife",,,
1888,1888,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic",,,
1889,1889,"Augmentation, Cumulative Accretion to River, Recharge",,,
1890,1890,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic",,,
1891,1891,"Irrigation, Fishery",,,
1892,1892,"Commercial, Recreation, Fishery, Fire, Augmentation, Other, Wildlife",,,
1893,1893,"Municipal, Industrial, Recreation, Domestic, Other",,,
1894,1894,"Irrigation, Recreation, Fishery, Domestic",,,
1895,1895,"Irrigation, Commercial, Industrial, Fishery, Fire, Domestic, Stock, Augmentation",,,
1896,1896,"Irrigation, Fire, Domestic, Stock, Augmentation",,,
1897,1897,"Irrigation, Commercial, Industrial, Fishery, Fire, Stock, Wildlife",,,
1898,1898,"Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1899,1899,"Irrigation, Fishery, Fire, Domestic, Stock, Other, Wildlife",,,
1900,1900,"Storage, Irrigation, Commercial, Industrial, Fishery, Domestic",,,
1901,1901,"Irrigation, Recreation, Augmentation, Recharge",,,
1902,1902,"Commercial, Industrial, Stock, Wildlife, All Beneficial Uses",,,
1903,1903,"Industrial, Domestic",,,
1904,1904,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Federal Reserved",,,
1905,1905,"Irrigation, Snowmaking",,,
1906,1906,"Storage, Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Other",,,
1907,1907,"Storage, Irrigation, Fishery, Evaporative",,,
1908,1908,"Storage, Irrigation, Municipal, Commercial, Industrial, Fishery, Domestic, Other, Wildlife",,,
1909,1909,"Irrigation, Domestic, Geothermal",,,
1910,1910,"Irrigation, Commercial, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
1911,1911,"Storage, Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Other",,,
1912,1912,"Storage, Irrigation, Augmentation, Cumulative Accretion to River",,,
