OrganizationID,ReportingUnitNativeID,ReportingUnitID,VariableSpecificCV,VariableSpecificID,BeneficialUseCategory,USGSCategoryCV,WaterSourceID,WaterSourceID,MethodName,MethodID,ReportYearCV,TimeframeStart,TimeframeEnd,InterbasinTransferFromID,InterbasinTransferToID,Amount,PopulationServed,IrrigatedAcreage,PowerGeneratedGWh,NAICSCodeCV,Geometry,                              ,                              ,,,
1,49023,226,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,53756.92,,,,,,                              ,                              ,,113,08-03-06
1,49023,226,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,48285.19,,,,,,                              ,                              ,,114,08-03-07
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,11357.33,,,,,,                              ,                              ,,111,08-03-08
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,11511.87,,,,,,                              ,                              ,,119,08-04-01
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,11822.22,,,,,,                              ,                              ,,120,08-04-02
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2008,10/1/2008,9/30/2008,,,12055.86,,,,,,                              ,                              ,,100,08-05-01
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2009,10/1/2009,9/30/2009,,,12263.70,,,,,,                              ,                              ,,15,08-05-02
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2010,10/1/2010,9/30/2010,,,11402.74,,,,,,                              ,                              ,,13,09-01-01
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2011,10/1/2011,9/30/2011,,,10368.79,,,,,,                              ,                              ,,102,09-01-02
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2012,10/1/2012,9/30/2012,,,11312.36,,,,,,                              ,                              ,,104,09-01-03
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,9515.18,,,,,,                              ,                              ,,110,09-01-04
1,49025,227,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,10820.88,,,,,,                              ,                              ,,112,09-01-05
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,240491.86,,,,,,                              ,                              ,,22,09-01-06
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,257151.31,,,,,,                              ,                              ,,17,09-02-01
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,257953.74,,,,,,                              ,                              ,,115,09-02-02
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2008,10/1/2008,9/30/2008,,,258767.90,,,,,,                              ,                              ,,140,09-03-01
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2009,10/1/2009,9/30/2009,,,261231.65,,,,,,                              ,                              ,,123,09-03-02
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2010,10/1/2010,9/30/2010,,,221595.52,,,,,,                              ,                              ,,26,09-03-03
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2011,10/1/2011,9/30/2011,,,203328.51,,,,,,                              ,                              ,,25,09-03-04
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2012,10/1/2012,9/30/2012,,,274091.97,,,,,,                              ,                              ,,127,09-03-05
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,246002.94,,,,,,                              ,                              ,,139,09-04-00
1,49027,228,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,242608.61,,,,,,                              ,                              ,,124,09-05-00
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,18264.64,,,,,,                              ,                              ,,126,10-01-01
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,22098.58,,,,,,                              ,                              ,,134,10-01-02
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,21798.97,,,,,,                              ,                              ,,135,10-01-03
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2008,10/1/2008,9/30/2008,,,19898.19,,,,,,                              ,                              ,,137,10-01-04
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2009,10/1/2009,9/30/2009,,,16756.98,,,,,,                              ,                              ,,138,10-01-05
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2010,10/1/2010,9/30/2010,,,16842.59,,,,,,                              ,                              ,,136,10-01-06
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2011,10/1/2011,9/30/2011,,,15883.30,,,,,,                              ,                              ,,128,10-02-01
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2012,10/1/2012,9/30/2012,,,22197.26,,,,,,                              ,                              ,,125,10-02-02
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,21070.44,,,,,,                              ,                              ,,148,14010005
1,49029,229,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,17098.42,,,,,,                              ,                              ,,149,14030001
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,30461.47,,,,,,                              ,                              ,,150,14030002
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,35854.85,,,,,,                              ,                              ,,151,14030004
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,25666.84,,,,,,                              ,                              ,,152,14030005
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2008,10/1/2008,9/30/2008,,,30826.31,,,,,,                              ,                              ,,153,14040106
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2009,10/1/2009,9/30/2009,,,33986.42,,,,,,                              ,                              ,,154,14040107
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2010,10/1/2010,9/30/2010,,,30855.77,,,,,,                              ,                              ,,155,14040108
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2011,10/1/2011,9/30/2011,,,25743.43,,,,,,                              ,                              ,,156,14050007
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2012,10/1/2012,9/30/2012,,,28164.65,,,,,,                              ,                              ,,157,14060003
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,25134.32,,,,,,                              ,                              ,,158,14060004
1,49031,230,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,26175.50,,,,,,                              ,                              ,,159,14060005
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,76956.09,,,,,,                              ,                              ,,160,14060006
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,86044.55,,,,,,                              ,                              ,,161,14060007
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,97594.46,,,,,,                              ,                              ,,162,14060008
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2008,10/1/2008,9/30/2008,,,80490.60,,,,,,                              ,                              ,,163,14060009
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2009,10/1/2009,9/30/2009,,,91083.84,,,,,,                              ,                              ,,164,14060010
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2010,10/1/2010,9/30/2010,,,71779.12,,,,,,                              ,                              ,,165,14070001
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2011,10/1/2011,9/30/2011,,,97354.46,,,,,,                              ,                              ,,166,14070002
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2012,10/1/2012,9/30/2012,,,75581.42,,,,,,                              ,                              ,,167,14070003
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,74241.92,,,,,,                              ,                              ,,168,14070004
1,49033,231,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,93394.70,,,,,,                              ,                              ,,169,14070005
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,22415.10,,,,,,                              ,                              ,,170,14070006
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,26904.01,,,,,,                              ,                              ,,171,14070007
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,31322.50,,,,,,                              ,                              ,,172,14080201
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2008,10/1/2008,9/30/2008,,,19023.78,,,,,,                              ,                              ,,173,14080202
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2009,10/1/2009,9/30/2009,,,16214.62,,,,,,                              ,                              ,,174,14080203
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2010,10/1/2010,9/30/2010,,,15731.85,,,,,,                              ,                              ,,175,14080204
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2011,10/1/2011,9/30/2011,,,13471.54,,,,,,                              ,                              ,,176,14080205
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2012,10/1/2012,9/30/2012,,,20927.55,,,,,,                              ,                              ,,177,15010003
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,19132.08,,,,,,                              ,                              ,,178,15010008
1,49035,232,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,13021.27,,,,,,                              ,                              ,,179,15010009
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,17442.05,,,,,,                              ,                              ,,180,15010010
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,13425.78,,,,,,                              ,                              ,,181,15010013
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,11527.04,,,,,,                              ,                              ,,182,16010101
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2008,10/1/2008,9/30/2008,,,13548.97,,,,,,                              ,                              ,,183,16010102
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2009,10/1/2009,9/30/2009,,,11324.37,,,,,,                              ,                              ,,184,16010201
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2010,10/1/2010,9/30/2010,,,13025.07,,,,,,                              ,                              ,,185,16010202
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2011,10/1/2011,9/30/2011,,,9609.77,,,,,,                              ,                              ,,186,16010203
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2012,10/1/2012,9/30/2012,,,10062.62,,,,,,                              ,                              ,,187,16010204
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2013,10/1/2013,9/30/2013,,,8528.89,,,,,,                              ,                              ,,188,16020101
1,49037,233,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2014,10/1/2014,9/30/2014,,,8303.73,,,,,,                              ,                              ,,189,16020102
1,49039,234,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2005,10/1/2005,9/30/2005,,,146233.47,,,,,,                              ,                              ,,190,16020201
1,49039,234,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2006,10/1/2006,9/30/2006,,,160257.34,,,,,,                              ,                              ,,191,16020202
1,49039,234,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,"Use, Agricultural Landuse Survey",2,2007,10/1/2007,9/30/2007,,,160341.83,,,,,,                              ,                              ,,192,16020203
